split,machine,config,auc_source,auc_target,pauc,balance_ks
eval,ToothBrush,conf-hard-m300-k4,70.86,69.64,61.68,0.9768
eval,ToothBrush,ratio-hard-k4,34.48,87.56,54.79,0.4477
eval,ToothBrush,zscore-hard-k4,50.8,84.86,59.11,0.5139
eval,ToothBrush,ldn-ratio-K1,54.9,73.5,54.89,0.4535
eval,ToothBrush,ldn-ratio-K16,32.02,81.36,52.32,0.442
eval,ToothBrush,ldn-diff-K1,60.14,70.92,55.0,0.5531
eval,ToothBrush,ldn-diff-K16,33.06,69.64,52.53,1.0
eval,ToothBrush,conf-soft-m0-ldnK1,54.78,73.64,54.74,0.46
eval,ToothBrush,conf-soft-m30-ldnK1,54.88,73.54,54.89,0.4594
eval,ToyCircuit,raw-k1,76.82,63.96,53.16,0.7511
eval,ToyCircuit,conf-soft-m0-k1,59.56,78.6,57.26,0.4943
eval,ToyCircuit,conf-soft-m10-k1,65.08,75.62,57.0,0.5877
eval,ToyCircuit,conf-soft-m30-k1,69.22,72.1,56.05,0.6747
eval,ToyCircuit,conf-soft-m100-k1,73.42,68.02,55.11,0.7261
eval,ToyCircuit,conf-soft-m300-k1,75.58,65.86,54.21,0.7396
eval,ToyCircuit,ratio-soft-k1,65.88,72.84,54.32,0.5436
eval,ToyCircuit,zscore-soft-k1,54.66,78.22,54.89,0.6214
eval,ToyCircuit,conf-hard-m0-k1,59.52,78.76,57.21,0.4949
eval,ToyCircuit,conf-hard-m10-k1,64.96,75.8,57.21,0.5875
eval,ToyCircuit,conf-hard-m30-k1,69.16,72.38,56.68,0.6745
eval,ToyCircuit,conf-hard-m100-k1,73.42,68.12,55.32,0.7257
eval,ToyCircuit,conf-hard-m300-k1,75.56,65.86,54.21,0.7396
eval,ToyCircuit,ratio-hard-k1,65.88,72.84,54.32,0.5442
eval,ToyCircuit,zscore-hard-k1,54.38,78.7,55.84,0.6273
eval,ToyCircuit,raw-k2,76.64,63.1,52.89,0.8428
eval,ToyCircuit,conf-soft-m0-k2,58.82,79.48,55.53,0.4958
eval,ToyCircuit,conf-soft-m10-k2,64.96,76.46,55.42,0.6483
eval,ToyCircuit,conf-soft-m30-k2,68.74,72.94,54.47,0.7533
eval,ToyCircuit,conf-soft-m100-k2,73.0,67.94,53.95,0.8063
eval,ToyCircuit,conf-soft-m300-k2,75.0,65.32,52.89,0.8273
eval,ToyCircuit,ratio-soft-k2,63.36,74.08,53.32,0.4905
eval,ToyCircuit,zscore-soft-k2,55.38,78.62,53.58,0.6182
eval,ToyCircuit,conf-hard-m0-k2,58.74,79.56,55.63,0.4962
eval,ToyCircuit,conf-hard-m10-k2,64.92,76.6,55.63,0.6475
eval,ToyCircuit,conf-hard-m30-k2,68.72,73.22,55.26,0.7531
eval,ToyCircuit,conf-hard-m100-k2,72.98,67.98,54.05,0.8063
eval,ToyCircuit,conf-hard-m300-k2,75.0,65.32,52.89,0.8273
eval,ToyCircuit,ratio-hard-k2,63.36,74.06,53.26,0.4903
eval,ToyCircuit,zscore-hard-k2,55.08,79.04,54.58,0.6206
eval,ToyCircuit,raw-k4,77.88,57.7,52.05,0.9135
eval,ToyCircuit,conf-soft-m0-k4,58.28,77.1,54.37,0.6467
eval,ToyCircuit,conf-soft-m10-k4,64.42,74.46,53.53,0.6303
eval,ToyCircuit,conf-soft-m30-k4,69.02,69.74,52.63,0.7788
eval,ToyCircuit,conf-soft-m100-k4,73.68,64.38,52.95,0.8574
eval,ToyCircuit,conf-soft-m300-k4,76.04,60.78,52.47,0.8881
eval,ToyCircuit,ratio-soft-k4,59.62,73.6,52.58,0.7061
eval,ToyCircuit,zscore-soft-k4,56.0,76.38,52.63,0.78
eval,ToyCircuit,conf-hard-m0-k4,58.1,77.32,54.26,0.6471
eval,ToyCircuit,conf-hard-m10-k4,64.3,74.9,54.26,0.6289
eval,ToyCircuit,conf-hard-m30-k4,68.92,69.84,52.89,0.778
eval,ToyCircuit,conf-hard-m100-k4,73.68,64.42,53.05,0.8568
eval,ToyCircuit,conf-hard-m300-k4,76.04,60.8,52.53,0.8879
eval,ToyCircuit,ratio-hard-k4,59.44,73.7,52.68,0.7087
eval,ToyCircuit,zscore-hard-k4,55.6,76.7,53.11,0.7824
eval,ToyCircuit,ldn-ratio-K1,60.18,74.46,56.26,0.5105
eval,ToyCircuit,ldn-ratio-K16,35.44,81.94,53.68,0.9071
eval,ToyCircuit,ldn-diff-K1,62.46,73.22,56.16,0.5509
eval,ToyCircuit,ldn-diff-K16,31.8,75.28,52.0,0.8515
eval,ToyCircuit,conf-soft-m0-ldnK1,61.0,73.86,56.05,0.4745
eval,ToyCircuit,conf-soft-m30-ldnK1,61.3,73.68,56.21,0.4782
